"ï»¿""Name""",size,Category,Quantity_Available,Retail,Case Retail,Case Pack
SOUTHERN TIER KRAMPUS,4/12 OZ BTL,CRAFT,0.00,16.7500,85.9900,6
FUNKY SWEET POTATO,4/12 OZ BTL,CRAFT,0.00,12.4500,63.9900,6
SOUTHERN TIER IMPERIAL CHERRY GOSE,4/12 OZ BTL,CRAFT,0.00,16.7500,85.9900,6
OMMEGANG ROSETTA,4/12 OZ BTL,CRAFT,12.00,11.5500,59.9900,6
FOUNDERS REDANKULOUS,4/12 OZ BTL,CRAFT,29.00,11.5500,60.4938,6
BRECKENRIDGE IMPERIAL PLUM IPA,4/12 OZ BTL,CRAFT,5.00,12.6500,65.4900,6
STOUDTS OLD ABOMINABLE,4/12 OZ BTL,CRAFT,7.00,10.3500,53.4900,6
WEYERBACHER SUNDAY MOLE STOUT 2017,4/12 OZ BTL,CRAFT,26.00,14.6500,75.9900,6
NEW HOLLAND DRAGON MILK MEXICAN SPICE CAKE,4/12 OZ BTL,CRAFT,0.00,19.0500,98.9900,6
OMMEGANG PALE SOUR,4/12 OZ BTL,CRAFT,12.00,11.5500,59.9900,6
THIRSTY DOG BARREL AGED WULVERS,4/12 OZ BTL,CRAFT,2.00,29.0500,149.9900,6
HEBREW STAR TREK CAPTAINS HOLIDAY,4/12 OZ BTL,CRAFT,1.00,10.5500,54.4900,6
ELLICOTTVILLE BLOOD ORANGE HEFEWEIZEN,4/12 OZ BTL,CRAFT,0.00,7.8452,40.7900,6
BOULEVARD WHISKEY BARREL STOUT,4/12 OZ BTL,CRAFT,5.00,16.2500,83.9900,6
DARK HORSE SCOTTY KARATE,4/12 OZ BTL,CRAFT,0.00,8.3500,42.9900,6
THOMAS CREEK CHOCOLATE ORANGE IPA,4/12 OZ BTL,CRAFT,0.00,3.9900,19.9900,6
THOMAS CREEK BANANA SPLIT,4/12 OZ BTL,CRAFT,0.00,8.1500,41.9900,6
SOUTHERN TIER 3 CITRUS PEEL,4/12 OZ BTL,CRAFT,12.00,15.2500,78.9900,6
WEYERBACHER 21ST ANNIVERSARY,4/12 OZ BTL,CRAFT,0.00,14.8500,76.9900,6
PRAIRIE STANDARD,4/12 OZ BTL,CRAFT,0.00,15.9500,81.9900,6
KENTUCKY BOURBON STOUT,4/12 OZ BTL,CRAFT,9.00,15.7500,80.9900,6
EVIL TWIN RYAN & THE BEASTER BUNNY,4/12 OZ BTL,CRAFT,0.00,11.2500,57.9900,6
GREAT LAKES BLACKOUT STOUT,4/12 OZ BTL,CRAFT,0.00,10.7500,54.9900,6
FOUNDERS DEVIL DANCER,4/12 OZ BTL,CRAFT,6.00,22.1500,113.9900,6
BRECKENRIDGE 471 DIPA,4/12 OZ BTL,CRAFT,0.00,12.6500,64.9900,6
ATWATER MINT DOUBLE DECADENT,4/12 OZ BTL,CRAFT,5.00,10.2500,52.9900,6
CENTRAL WATERS BOURBON QUAD,4/12 OZ BTL,CRAFT,4.00,15.7500,81.4900,6
SAUCONY CREEK BELGIAN TRIPEL,4/12 OZ BTL,CRAFT,0.00,11.6548,60.4900,6
NEW HOLLAND DRAGON MILK CARAMEL,4/12 OZ BTL,CRAFT,0.00,19.0500,98.9900,6
TOMMY KNOCKER LEGEND,4/12 OZ BTL,CRAFT,2.00,12.6500,65.4900,6
CAPTAIN LAWRENCE FROST MONSTER,4/12 OZ BTL,CRAFT,0.00,14.0500,72.7900,6
WICKED WEED HOP BURGLAR,4/12 OZ BTL,CRAFT,0.00,13.1500,67.9900,6
NEW HOLLAND BLACK TULIP,4/12 OZ BTL,CRAFT,0.00,12.9500,66.9900,6
STARR HILL HOPBUZZ COFFEE IPA,4/12 OZ BTL,CRAFT,0.00,11.7500,59.9900,6
GOOSE ISLAND LOLITA,4/12 OZ BTL,CRAFT,2.00,35.9500,184.9900,6
CENTRAL WATERS BOURBON BARLEYWINE,4/12 OZ BTL,CRAFT,2.00,15.7500,81.4900,6
WICKED WEED COOLCUMBER,4/12 OZ BTL,CRAFT,0.00,11.0500,56.9900,6
REISSDORF KOLSCH,4/12 OZ BTL,CRAFT,7.00,13.6500,70.4900,6
FOUNDERS RUBAEUS,4/12 OZ BTL,CRAFT,0.00,10.5000,54.4900,6
DARK HORSE BOURBON BARREL TOONILLA,4/12 OZ BTL,CRAFT,0.00,18.6500,95.9900,6
OMMEGANG GRAINS OF TRUTH,4/12 OZ BTL,CRAFT,0.00,10.5500,53.9900,6
EVIL TWIN I LOVE YOU WITH MY STOUT,4/12 OZ BTL,CRAFT,0.00,13.3500,68.9900,6
TWO ROADS HOLIDAY ALE,4/12 OZ BTL,CRAFT,0.00,11.2500,57.9900,6
NICKEL BROOK HEAD STOCK IPA,4/12 OZ BTL,CRAFT,0.00,9.6500,49.9900,6
VICTORY HARVEST,4/12 OZ BTL,CRAFT,0.00,10.0500,51.9900,6
STARR HILL RED ROOSTER,4/12 OZ BTL,CRAFT,0.00,11.7500,59.9900,6
LEFT HAND NITRO WAKE UP DEAD,4/12 OZ BTL,CRAFT,17.00,14.3500,73.9900,6
SUSQUEHANNA TOBOGGAN,4/12 OZ BTL,CRAFT,0.00,8.6500,44.9900,6
MONTY PYTHON HOLY GRAIL,4/12 OZ BTL,CRAFT,0.00,8.8500,45.4900,6
NORTH COAST BROTHER THELONIOUS,4/12 OZ BTL,CRAFT,3.00,14.9500,77.9900,6
FULL PINT RYE REBELL,4/12 OZ BTL,CRAFT,6.00,15.9524,82.9900,6
SIERRA NEVADA HOPTIMUM,4/12 OZ BTL,CRAFT,0.00,10.7500,54.9900,6
NEW HOLLAND PILGRIM'S DOLE,4/12 OZ BTL,CRAFT,0.00,18.3500,94.9900,6
BOULEVARD BOURBON BARREL QUAD,4/12 OZ BTL,CRAFT,3.00,16.2500,83.9900,6
NEW HOLLAND DRAGON MILK MINT,4/12 OZ BTL,CRAFT,0.00,19.0500,98.9900,6
LONG TRAIL *BARREL AGED* UNEARTHED STOUT,4/12 OZ BTL,CRAFT,8.00,18.2976,94.9900,6
FULL PINT HOPISM,4/12 OZ BTL,CRAFT,0.00,13.6500,70.4900,6
HEBREW STAR TREK TERRAN UNITE,4/12 OZ BTL,CRAFT,9.00,10.5500,54.4900,6
D9 WHISKERS ON KITTENS BLONDE SOUR ALE,4/12 OZ BTL,CRAFT,7.00,15.2500,78.9900,6
KENTUCKY BOURBON PEACH WHEAT ALE,4/12 OZ BTL,CRAFT,3.00,17.1500,88.9900,6
SAUGATUCK PUMPKIN CHAI,4/12 OZ BTL,CRAFT,0.00,7.6500,39.4900,6
D9 VIKING SCOTTISH SOUR,4/12 OZ BTL,CRAFT,4.00,15.2500,78.9900,6
D9 DEFYING GRAVITY STRONG SOUR,4/12 OZ BTL,CRAFT,0.00,19.5500,100.9900,6
HYDRA UNHOLY VANILLA,4/12 OZ BTL,CRAFT,0.00,10.9500,56.9900,6
HYDRA IMMORTAL,4/12 OZ BTL,CRAFT,0.00,8.8500,45.9900,6
TRINITY ONE EAR,4/12 OZ BTL,CRAFT,0.00,11.2500,57.9900,6
BRECKENRIDGE IMPERIAL 72,4/12 OZ BTL,CRAFT,0.00,12.6500,65.4900,6
SIERRA NEVADA NARWHAL IMPERIAL STOUT,4/12 OZ BTL,CRAFT,0.00,9.5500,49.4900,6
NORTH COAST OLD STOCK,4/12 OZ BTL,CRAFT,6.00,15.0500,77.9900,6
TERRAPIN WAKE N BAKE,4/12 OZ BTL,CRAFT,5.00,13.9500,71.9900,6
FOUNDERS HARVEST ALE,4/12 OZ BTL,CRAFT,0.00,13.8500,71.9900,6
UNIBROUE EPHEMERE APPLE,4/12 OZ BTL,CRAFT,0.00,10.7500,54.9900,6
TERRAPIN COFFEE BROWN ALE VARIETY,4/12 OZ BTL,CRAFT,0.00,14.3500,73.4900,6
FLYING FISH WOBBLY COW BOURBON BARREL MILK STOUT,4/12 OZ BTL,CRAFT,6.00,20.9500,108.9900,6
BALLAST POINT VICTORY AT SEA BARREL AGED,4/12 OZ BTL,CRAFT,4.00,14.9500,77.4900,6
VICTORY JAVA CASK,4/12 OZ BTL,CRAFT,7.00,29.9900,153.9900,6
NEW HOLLAND DRAGON MILK,4/12 OZ BTL,CRAFT,26.00,18.3500,94.9900,6
VOODOO GRAN MET,4/12 OZ BTL,CRAFT,4.00,10.7500,55.4900,6
HEBREW CHANUKA,4/12 OZ BTL,CRAFT,0.00,12.4500,64.4900,6
SMUTTYNOSE REALLY OLD DOG,4/12 OZ BTL,CRAFT,0.00,11.4500,58.9900,6
THIRSTY DOG SIBERIAN NIGHT,4/12 OZ BTL,CRAFT,12.00,12.1500,62.9900,6
DOGFISH IMMORT ALE,4/12 OZ BTL,CRAFT,0.00,15.7500,80.9900,6
VICTORY MOONGLOW DUNKLEWEIZEN,4/12 OZ BTL,CRAFT,0.00,9.1500,47.9900,6
SOUTHERN TIER PUMKING 2016,4/12 OZ BTL,CRAFT,0.00,16.7500,84.9900,6
NEW BELGIUM LIPS OF FAITH HOF TEN DORMAAL,4/12 OZ BTL,CRAFT,0.00,12.1500,61.9900,6
BEACH HAUS HOPBAHN,4/12 OZ BTL,CRAFT,0.00,10.3500,52.9900,6
ROGUE 7 HOP IPA,4/12 OZ BTL,CRAFT,2.00,10.2500,52.9900,6
NEW HOLLAND NIGHT TRIPPER,4/12 OZ BTL,CRAFT,0.00,17.8452,92.4900,6
OFF COLOR DINOSMORES,4/12 OZ BTL,CRAFT,0.00,24.0500,124.9900,6
ELLICOTTVILLE HALF BAKED PB,4/12 OZ BTL,CRAFT,2.00,12.6500,65.4900,6
THOMAS CREEK UP THE CREEK,4/12 OZ BTL,CRAFT,1.00,12.2500,63.4900,6
DOGFISH OAK AGED SIRACUSA NERA,4/12 OZ BTL,CRAFT,0.00,15.9500,82.9900,6
SOUTHERN TIER IMPERIAL CINNAMON ROLL,4/12 OZ BTL,CRAFT,0.00,16.9500,87.9900,6
GREAT LAKES HOP MADNESS IPA,4/12 OZ BTL,CRAFT,123.00,6.4700,36.9700,6
STILLWATER PHUKET GOSE GONE WILD,4/12 OZ BTL,CRAFT,0.00,11.6500,60.9900,6
FAIRHOPE TARTS AND CRAFTS,4/12 OZ BTL,CRAFT,0.00,8.9500,46.9900,6
FAIRHOPE TAKE THE CAUSEWAY IPA,4/12 OZ BTL,CRAFT,0.00,9.3500,47.9900,6
SUMMIT 30TH ANNIVERSARY BARLEYWINE,4/12 OZ BTL,CRAFT,2.00,11.4500,58.9900,6
LEFT HAND NITRO BITTERSWEET,4/12 OZ BTL,CRAFT,3.00,14.0500,71.9900,6
GENESEE BREWHOUSE WINTER,4/12 OZ BTL,CRAFT,0.00,11.8500,59.9900,6
WEYERBACHER 20TH ANNIVERSARY,4/12 OZ BTL,CRAFT,6.00,14.3500,72.9900,6
FUNKY BUDDHA MORE MORO BLOOD ORANGE IPA,4/12 OZ BTL,CRAFT,0.00,12.4500,63.9900,6
EVIL TWIN FREUDIAN SPLIP,4/12 OZ BTL,CRAFT,1.00,14.3500,73.9900,6
DARK HORSE BARREL AGED SCOTTY KARATE,4/12 OZ BTL,CRAFT,9.00,18.8500,97.9900,6
FOUNDERS DKML,4/12 OZ BTL,CRAFT,5.00,17.1500,88.9900,6
MAGIC HAT WEE HEAVY CHAMP,4/12 OZ BTL,CRAFT,0.00,14.7500,75.9900,6
VIRTUE MICHIGAN BRUT,4/12 OZ BTL,CRAFT,0.00,9.5500,48.9900,6
FLYING FISH EXIT 3 BLUEBERRY BRAGGOT,4/12 OZ BTL,CRAFT,10.00,14.2500,73.9900,6
FULL PINT LIVING COLOR,4/12 OZ BTL,CRAFT,5.00,11.2500,57.9900,6
SAUGATUCK BEAM ME UP STOUTY RUM BA,4/12 OZ BTL,CRAFT,2.00,20.3500,105.9900,6
PORT BREWING SANTAS LIL HELPER,4/12 OZ BTL,CRAFT,0.00,13.8500,71.4900,6
KENTUCKY OLD FASHIONED BARREL ALE,4/12 OZ BTL,CRAFT,2.00,17.1500,88.4900,6
NORTH COAST LA MERLE,4/12 OZ BTL,CRAFT,0.00,11.2500,57.9900,6
RUSTY RAIL WOLF KING WARRIOR,4/12 OZ BTL,CRAFT,0.00,8.4500,44.9900,6
JACKS ABBY FRAMINGHAMMER,4/12 OZ BTL,CRAFT,0.00,11.7500,59.9900,6
NEW HOLLAND DRAGON MILK S'MORES,4/12 OZ BTL,CRAFT,0.00,19.0500,98.9900,6
PORT CITY MANIACAL DIPA,4/12 OZ BTL,CRAFT,5.00,12.0500,62.4900,6
FULTON WAR & PEACE,4/12 OZ BTL,CRAFT,7.00,13.3500,69.4900,6
SAUCONY CREEK SCHNICKELFRITZ,4/12 OZ BTL,CRAFT,0.00,11.6548,59.9900,6
GOOSE ISLAND ILLINOIS,4/12 OZ BTL,CRAFT,0.00,13.1500,67.9900,6
GREAT LAKES NOSFERATU,4/12 OZ BTL,CRAFT,0.00,10.6500,55.2900,6
THIRSTY DOG CERBERUS,4/12 OZ BTL,CRAFT,0.00,14.8500,75.9900,6
DOGFISH MIDAS TOUCH,4/12 OZ BTL,CRAFT,15.00,13.1500,67.9900,6
CLOWN SHOES CHOCOLATE SOMBRERO,4/12 OZ BTL,CRAFT,0.00,9.3500,47.9900,6
VOODOO LOVE CHILD,4/12 OZ BTL,CRAFT,4.00,13.1500,67.9900,6
GREAT LAKES ALBERTA CLIPPER,4/12 OZ BTL,CRAFT,0.00,10.1500,51.9900,6
WEYERBACHER SUNDAY MOLE STOUT 2016,4/12 OZ BTL,CRAFT,0.00,14.6500,75.9900,6
SOUTHERN TIER CHOKLAT ORANJ,4/12 OZ BTL,CRAFT,0.00,20.5500,104.9900,6
DOGFISH BIERE DE PROVENCE,4/12 OZ BTL,CRAFT,0.00,10.4500,53.9900,6
WEYERBACHER DOUBLE IPA #3,4/12 OZ BTL,CRAFT,0.00,10.8500,55.9900,6
HYDRA DEATH BREATH,4/12 OZ BTL,CRAFT,0.00,10.9500,56.9900,6
SUSQUEHANNA SOUTHERN RYE IPA,4/12 OZ BTL,CRAFT,0.00,9.5500,48.9900,6
SOUTHERN TIER PUMKING 2017,4/12 OZ BTL,CRAFT,0.00,16.9500,87.9900,6
RIVERHORSE HIPPO LANTERN,4/12 OZ BTL,CRAFT,0.00,10.0500,51.9900,6
HEBREW DEATH BLACK ALE,4/12 OZ BTL,CRAFT,2.00,12.4500,64.4900,6
D9 WILD THINGS SOUR,4/12 OZ BTL,CRAFT,0.00,15.2500,78.9900,6
SAUGATUCK BLUEBERRY MAPLE IMP STOUT BOURBON BA,4/12 OZ BTL,CRAFT,4.00,20.3500,105.9900,6
NEWPORT STORM RED DAWN,4/12 OZ BTL,CRAFT,0.00,11.0500,56.9900,6
CORONADO 20TH ANNIVERSARY,4/12 OZ BTL,CRAFT,0.00,13.1500,66.9900,6
SAUGATUCK NEAPOLITAN MILK STOUT,4/12 OZ BTL,CRAFT,8.00,9.8500,50.4900,6
DARK HORSE 2 CREAM,4/12 OZ BTL,CRAFT,1.00,9.5500,48.9900,6
FIRESTONE WALKER DOUBLE JACK,4/12 OZ BTL,CRAFT,0.00,13.7500,70.9900,6
CRICKET HILL BARREL AGED BARLEYWINE,4/12 OZ BTL,CRAFT,7.00,18.8500,96.9900,6
NEW BELGIUM LIPS OF FAITH DEKONINCK FLOWERING CITRUS,4/12 OZ BTL,CRAFT,0.00,12.1500,62.1900,6
NICKEL BROOK NAUGHTY NEIGHBOUR APA,4/12 OZ BTL,CRAFT,0.00,9.6500,49.9900,6
VOODOO GOOD VIBES,4/12 OZ BTL,CRAFT,0.00,12.9500,66.9900,6
HEBREW LENNY BRUCE RIPA,4/12 OZ BTL,CRAFT,9.00,13.1500,67.9900,6
OMMEGANG THREE PHILOSOPHERS,4/12 OZ BTL,CRAFT,10.00,17.1500,88.9900,6
HOOKER LIBERATOR,4/12 OZ BTL,CRAFT,6.00,10.6500,54.4900,6
SIXPOINT 3 BEANS BBA,4/12 OZ CAN,CRAFT,14.00,16.2500,83.9900,6
LONG TRAIL SMASH,4/12 OZ CAN,CRAFT,0.00,13.9500,47.9900,4
EVIL TWIN TROPICAL SUPER ITCHY,4/12 OZ CAN,CRAFT,0.00,18.1500,93.9900,6
MELVIN BREWING CITRADAMUS,4/12 OZ CAN,CRAFT,2.00,15.5500,80.4900,6
EVIL TWIN MISSION GOSE,4/12 OZ CAN,CRAFT,0.00,11.9500,61.9900,6
OMNIPOLLO FATAMORGANA,4/12 OZ CAN,CRAFT,0.00,15.2500,78.9900,6
DESTIHL WILD SOUR,4/12 OZ CAN,CRAFT,0.00,9.7500,50.4900,6
OMNIPOLLO SHPLOING,4/12 OZ CAN,CRAFT,0.00,17.6500,91.9900,6
DESTIHL MOONJUMPER MILK STOUT,4/12 OZ CAN,CRAFT,0.00,7.8500,40.9900,6
EVIL TWIN COFFEENADE IPA,4/12 OZ CAN,CRAFT,3.00,15.2500,78.9900,6
MANAYUNK COCONUT CRUNCH,4/12 OZ CAN,CRAFT,0.00,7.6500,39.4900,6
LONERIDER MAGNIFICANT 77,4/12 OZ CAN,CRAFT,0.00,11.3500,58.9900,6
STILLWATER ON FLEEK,4/12 OZ CAN,CRAFT,0.00,11.2500,57.9900,6
CIGAR CITY WHITE OAK,4/12 OZ CAN,CRAFT,20.00,9.3500,48.4900,6
2SP BELLCRACKER DOUBLE IPA,4/12 OZ CAN,CRAFT,6.00,9.3500,47.9900,6
MIKKELLER MOSAIC BIPA,4/12 OZ CAN,CRAFT,0.00,12.4500,64.4900,6
HOPPIN FROG INFUSION A-PB CHOC PORTER,4/12 OZ CAN,CRAFT,2.00,17.1500,88.9900,6
EVIL TWIN COFFENADE IPA,4/12 OZ CAN,CRAFT,0.00,15.2500,78.9900,6
EVIL TWIN JACKIE O'S YOU'RE IN THE JUNGLE BABY,4/12 OZ CAN,CRAFT,0.00,20.7500,107.4900,6
SIXPOINT BARREL AGED RIGHTEOUS,4/12 OZ CAN,CRAFT,2.00,16.2500,83.9900,6
MANAYUNK WANDERING WIT,4/12 OZ CAN,CRAFT,12.00,7.8500,40.9900,6
STILLWATER MONEY TREE 4/12 OZ CAN,4/12 OZ CAN,CRAFT,0.00,15.5500,80.4900,6
STILLWATER TANGERINE HAZE 4/12 OZ CAN,4/12 OZ CAN,CRAFT,0.00,17.6500,91.4900,6
MELVIN BREWING 2X4,4/12 OZ CAN,CRAFT,6.00,15.5500,80.4900,6
MELVIN BREWING ASTERISK,4/12 OZ CAN,CRAFT,0.00,15.5500,80.4900,6
OMNIPOLLO BELGO,4/12 OZ CAN,CRAFT,1.00,18.8500,97.9900,6
EVIL TWIN PEACH MOLOTOV SURPRISE,4/12 OZ CAN,CRAFT,5.00,12.4500,64.4900,6
STILLWATER GNAM GNAM,4/12 OZ CAN,CRAFT,0.00,12.4500,64.4900,6
STILLWATER NU TROPIC 4/12 OZ CAN,4/12 OZ CAN,CRAFT,3.00,8.3500,43.4900,6
MANAYUNK CANNONBALL,4/12 OZ CAN,CRAFT,0.00,7.6500,39.4900,6
EVIL TWIN JAMES BEER,4/12 OZ CAN,CRAFT,0.00,8.5500,44.4900,6
OSKAR BLUES TEN FIDY,4/12 OZ CAN,CRAFT,12.00,16.9500,87.4900,6
EVIL TWIN YIN AND YANG,4/12 OZ CAN,CRAFT,0.00,13.3500,68.9900,6
DESTIHL AMARA MANGO IPA,4/12 OZ CAN,CRAFT,0.00,7.7500,40.4900,6
EVIL TWIN MOLOTOV SURPRISE,4/12 OZ CAN,CRAFT,10.00,12.4500,64.4900,6
DESTIHL FLANDERS RED,4/12 OZ CAN,CRAFT,0.00,10.7500,55.4900,6
MANAYUNK FESTIVUS,4/12 OZ CAN,CRAFT,0.00,7.6500,39.4900,6
LONERIDER TRES VAQUEROS TRIPLE,4/12 OZ CAN,CRAFT,0.00,11.4500,58.9900,6
MANAYUNK EL RIO,4/12 OZ CAN,CRAFT,0.00,7.8500,40.7900,6
MELVIN BREWING DRUNKEN MASTER,4/12 OZ CAN,CRAFT,0.00,15.5500,80.4900,6
OMNIPOLLO NOA MUDCAKE,4/12 OZ CAN,CRAFT,0.00,20.9524,108.9900,6
KNEE DEEP BREWING LUPULIN RIVER,4/12 OZ CAN,CRAFT,0.00,13.8500,71.4900,6
MANAYUNK CRUNCH,4/12 OZ CAN,CRAFT,14.00,7.9500,40.9900,6
MISPILLION RIVER HOLY CRAP,4/12 OZ CAN,CRAFT,4.00,10.2500,52.9900,6
STILLWATER HOPVINE BLING,4/12 OZ CAN,CRAFT,0.00,15.7500,81.4900,6
HOPPIN FROG TURBO SHANDY CITRUS ALE,4/12 OZ CAN,CRAFT,0.00,17.1500,88.9900,6
DESTIHL APRICOT SYNCHOPATHIC SOUR,4/12 OZ CAN,CRAFT,0.00,10.7500,55.4900,6
MIKKELLER WIT FIT,4/12 OZ CAN,CRAFT,0.00,9.9500,51.9900,6
EVIL TWIN SANGUINEM,4/12 OZ CAN,CRAFT,0.00,12.3500,63.9900,6
OMNIPOLLO LUSTRO,4/12 OZ CAN,CRAFT,0.00,17.9500,92.9900,6
MANAYUNK YUNKIN' PUMPKIN,4/12 OZ CAN,CRAFT,0.00,7.9500,40.9900,6
AVERY REVEREND,4/12 OZ CAN,CRAFT,2.00,13.6500,70.4900,6
TROEGS JOVIAL,4/12.7 OZ BTL,CRAFT,8.00,14.0500,72.9900,6
TROEGS LAGRAVE,4/12.7 OZ BTL,CRAFT,7.00,14.0476,72.9900,6
TROEGS MASTER OF PUMPKIN,4/12.7 OZ BTL,CRAFT,0.00,14.4500,73.9900,6
LEFT HAND NITRO CHAI MILK STOUT,4/13.65 OZ CAN,CRAFT,6.00,10.5500,54.4900,6
LEFT HAND NITRO MILK STOUT,4/13.65 OZ CAN,CRAFT,17.00,10.7500,55.4938,6
SAM ADAM NITRO COFFEE,4/15 OZ CAN,CRAFT,0.00,7.7500,39.9900,6
SAM ADAM NITRO WHITE,4/15 OZ CAN,CRAFT,0.00,7.7500,39.9900,6
SAM ADAM NITRO IPA,4/15 OZ CAN,CRAFT,0.00,7.7500,39.9900,6
PIZZA BOY SUNNYSIDE UP,4/16 OZ CAN,CRAFT,0.00,13.8500,71.9900,6
STILLWATER YACHT,4/16 OZ CAN,CRAFT,0.00,10.2500,52.9900,6
FIRESTONE WALKER OAKTOBERFEST,4/16 OZ CAN,CRAFT,0.00,4.9700,28.9700,6
MODERN TIMES FORTUNATE ISLANDS WHEAT,4/16 OZ CAN,CRAFT,0.00,12.4500,63.9900,6
BURIAL TIN CUP CAMP STOUT,4/16 OZ CAN,CRAFT,4.00,15.2500,78.9900,6
BRECKENRIDGE NITRO ORANGE CREAM ALE,4/16 OZ CAN,CRAFT,0.00,10.1500,52.4900,6
FIRESTONE WALKER LEO VS URSIS FORTEM,4/16 OZ CAN,CRAFT,0.00,14.9500,77.9900,6
FIRESTONE WALKER LEO VS URSUS ADVERSUS,4/16 OZ CAN,CRAFT,11.00,14.9500,77.9900,6
CONSHOHOCKEN DAY WITHOUT DAWN,4/16 OZ CAN,CRAFT,0.00,13.5500,70.4900,6
CONSHOHOCKEN CONSHOHOPFEN HELLES LAGER,4/16 OZ CAN,CRAFT,0.00,11.4500,59.4900,6
MANAYUNK KING CRUNCH,4/16 OZ CAN,CRAFT,0.00,10.7500,55.4900,6
PLATFORM SMOKIN FINEAPPLE,4/16 OZ CAN,CRAFT,0.00,12.8500,66.9900,6
MARZ JUNGLE BOOGIE,4/16 OZ CAN,CRAFT,0.00,17.4500,89.9900,6
ROOT SELLERS HARD CARROT/APPLE ALE,4/16 OZ CAN,CRAFT,6.00,9.1500,46.9900,6
MANAYUNK BIG HOPPA,4/16 OZ CAN,CRAFT,0.00,10.5500,54.4900,6
LEFT HAND SAISON AU MIEL,4/16 OZ CAN,CRAFT,0.00,10.7500,55.4938,6
4HANDS SNAKE OIL,4/16 OZ CAN,CRAFT,1.00,11.4500,59.4900,6
DECADENT ALES MULTIFLORA,4/16 OZ CAN,CRAFT,3.00,18.6500,96.4900,6
BLACK HOG THC #2,4/16 OZ CAN,CRAFT,7.00,10.9500,56.9900,6
4HANDS ZELLIGE,4/16 OZ CAN,CRAFT,0.00,11.4500,59.4900,6
CROSSROADS BLACK ROCK STOUT,4/16 OZ CAN,CRAFT,4.00,14.9500,77.4900,6
TWO ROADS PASSION FRUIT GOSE,4/16 OZ CAN,CRAFT,1.00,14.5500,75.4900,6
FREE WILL ORANGE COLORED MALCONTENT,4/16 OZ CAN,CRAFT,0.00,16.7500,86.9900,6
CONNECTICUT VALLEY FANTASTIC VOYAGE,4/16 OZ CAN,CRAFT,8.00,15.0500,77.9900,6
KELSEN DRAKEN BATTLE AXE IPA,4/16 OZ CAN,CRAFT,3.00,15.0500,77.9900,6
CLOWN SHOES REINDEER GAMES,4/16 OZ CAN,CRAFT,0.00,15.2500,78.9900,6
HALF ACRE BIG HUGS,4/16 OZ CAN,CRAFT,4.00,20.9524,108.9900,6
EVIL TWIN EVEN MORE COCO,4/16 OZ CAN,CRAFT,0.00,15.2500,78.9900,6
GLUTENBERG VARIETY,4/16 OZ CAN,CRAFT,24.00,12.6500,64.9900,6
DOG TAG LEGACY LAGER,4/16 OZ CAN,CRAFT,0.00,7.5500,38.4900,6
JACKS ABBY KIWI RISING,4/16 OZ CAN,CRAFT,3.00,11.9500,61.9900,6
LIQUID HERO WHAT THE FLOC,4/16 OZ CAN,CRAFT,0.00,10.6500,54.9900,6
IRON CITY LIGHT MANGO,4/16 OZ CAN,CRAFT,21.00,6.6500,34.4900,6
FOREIGN OBJECTS DEATH POSTURE,4/16 OZ CAN,CRAFT,4.00,19.0476,98.9900,6
VAULT FULL CITY COFFEE STOUT,4/16 OZ CAN,CRAFT,3.00,13.1500,67.9900,6
OLIVER INTEGRITY,4/16 OZ CAN,CRAFT,5.00,13.8500,71.4900,6
TRACK 7 BREWING BLOOD TRANSFUSION,4/16 OZ CAN,CRAFT,7.00,10.9500,56.9900,6
THREE HEADS TRE KIND,4/16 OZ CAN,CRAFT,0.00,12.6500,65.4900,6
NOLA BREWING HOPITOULAS,4/16 OZ CAN,CRAFT,17.00,6.9500,35.9900,6
BURIAL SHADOWLOCK PILS,4/16 OZ CAN,CRAFT,4.00,13.2500,68.4900,6
EVIL TWIN NASTY TRUNKS,4/16 OZ CAN,CRAFT,4.00,13.6500,70.4900,6
STILLWATER STATESIDE SAISON,4/16 OZ CAN,CRAFT,0.00,10.9500,56.9900,6
FREE WILL STAYED TUNED,4/16 OZ CAN,CRAFT,12.00,14.5500,75.9900,6
THREE HEADS TIGER BLOOD,4/16 OZ CAN,CRAFT,0.00,9.8500,50.4900,6
GLUTENBERG STOUT,4/16 OZ CAN,CRAFT,13.00,12.6500,65.4900,6
BURIAL SKILLET DONUT STOUT,4/16 OZ CAN,CRAFT,0.00,18.1500,93.9900,6
SPRINGHOUSE LUPU A GO GO,4/16 OZ CAN,CRAFT,7.00,16.5500,85.9900,6
FIRESTONE WALKER LEO VS URSUS WOOKUS,4/16 OZ CAN,CRAFT,20.00,14.9500,77.9900,6
HALF ACRE DAISY CAPRA,4/16 OZ CAN,CRAFT,6.00,16.4500,85.4900,6
ROGUE STRAIGHT OUTTA NEWPORT,4/16 OZ CAN,CRAFT,10.00,15.7500,81.4900,6
BLACK HOG PIGLET DIPA,4/16 OZ CAN,CRAFT,4.00,13.1500,67.9900,6
NEW BELGIUM JUICY HAZE,4/16 OZ CAN,CRAFT,6.00,14.3500,73.9900,6
STABLE 12 AZACCA HO IPA,4/16 OZ CAN,CRAFT,0.00,16.3500,84.9900,6
CONSHOHOCKEN INNER DINOSAUR RYE IPA,4/16 OZ CAN,CRAFT,0.00,14.2500,74.9900,6
PEAK SUPER JUICE,4/16 OZ CAN,CRAFT,0.00,11.4500,58.9900,6
